ros_time_s,exec_index,target_index,buffer_lead,latency_ms,compute_ms,path_length,ik_counts,base_dx,base_dy,base_dz,base_disp_m,success
1773655055.585975,182,184,2,2.421,2.302,4.843969,8;8,-0.062316,-0.000106,0.000000,0.062316,1
1773655055.596420,183,185,2,2.901,2.804,4.847612,8;8,-0.062359,-0.000106,0.000000,0.062360,1
1773655055.834461,184,186,2,3.184,3.087,7.315032,8;8,-0.062861,-0.000107,0.000000,0.062861,1
1773655056.211997,185,187,2,2.504,2.387,4.854693,8;8,-0.063054,-0.000107,0.000000,0.063054,1
1773655056.602029,186,188,2,2.930,2.769,7.266838,8;8,-0.063263,-0.000107,0.000000,0.063263,1
1773655056.988373,187,189,2,2.951,2.847,4.858108,8;8,-0.063830,-0.000108,0.000000,0.063830,1
1773655057.381583,188,190,2,2.582,2.480,4.862732,8;8,-0.063994,-0.000109,0.000000,0.063994,1
1773655057.385957,189,191,2,2.727,2.557,4.869726,8;8,-0.063994,-0.000109,0.000000,0.063994,1
1773655058.028310,190,192,2,2.824,2.703,7.300447,8;8,-0.064905,-0.000110,0.000000,0.064905,1
1773655058.461970,191,193,2,2.892,2.712,4.872546,8;8,-0.065204,-0.000111,0.000000,0.065204,1
1773655058.908250,192,194,2,3.030,2.791,7.325692,8;8,-0.065554,-0.000111,0.000000,0.065554,1
1773655059.354069,193,195,2,3.000,2.894,4.874812,8;8,-0.065946,-0.000112,0.000000,0.065946,1
1773655059.808586,194,196,2,3.591,3.448,4.875836,8;8,-0.066532,-0.000113,0.000000,0.066532,1
1773655060.242104,195,197,2,2.852,2.676,7.279645,8;8,-0.066876,-0.000114,0.000000,0.066876,1
1773655060.696118,196,198,2,2.978,2.883,4.874106,8;8,-0.067527,-0.000115,0.000000,0.067527,1
1773655061.137971,197,199,2,2.728,2.606,4.872486,8;8,-0.067693,-0.000115,0.000000,0.067693,1
1773655061.142225,198,200,2,2.551,2.446,4.873834,8;8,-0.067693,-0.000115,0.000000,0.067693,1
1773655061.725870,199,201,2,2.870,2.740,9.101119,8;8,-0.068490,-0.000116,0.000000,0.068490,1
1773655062.114246,200,202,2,3.109,3.003,4.873597,8;8,-0.068699,-0.000117,0.000000,0.068699,1
1773655062.534490,201,203,2,3.467,3.369,4.849488,8;8,-0.069359,-0.000118,0.000000,0.069359,1
1773655062.894127,202,204,2,2.913,2.819,7.411683,8;8,-0.069538,-0.000118,0.000000,0.069538,1
1773655063.310917,203,205,2,2.870,2.766,5.532206,8;8,-0.069820,-0.000119,0.000000,0.069820,1
1773655063.676837,204,206,2,2.772,2.676,7.477312,8;8,-0.070410,-0.000120,0.000000,0.070410,1
1773655063.681702,205,207,2,3.079,2.965,4.929348,8;8,-0.070410,-0.000120,0.000000,0.070410,1
1773655063.693145,206,208,2,2.862,2.765,4.928891,8;8,-0.070414,-0.000120,0.000000,0.070414,1
1773655063.963553,207,209,2,2.590,2.493,9.133585,8;8,-0.070552,-0.000120,0.000000,0.070552,1
1773655064.355614,208,210,2,2.514,2.409,4.928242,8;8,-0.071194,-0.000121,0.000000,0.071194,1
1773655064.719824,209,211,2,2.640,2.496,4.941156,8;8,-0.071407,-0.000121,0.000000,0.071407,1
1773655065.147949,210,212,2,2.794,2.591,4.927728,8;8,-0.071878,-0.000122,0.000000,0.071878,1
1773655065.507678,211,213,2,2.743,2.637,4.940845,8;8,-0.072240,-0.000123,0.000000,0.072240,1
1773655065.939169,212,214,2,2.893,2.779,4.928972,8;8,-0.072452,-0.000123,0.000000,0.072452,1
